,Year,Country,Losses,ISO,Alpha_2,Continent,Zone
5095,1999,United Kingdom of Great Britain and Northern Ireland (the),53161.0,GBR,GB,EU,Temperate
5096,1999,United Kingdom of Great Britain and Northern Ireland (the),162671.0,GBR,GB,EU,Temperate
5097,1999,United Kingdom of Great Britain and Northern Ireland (the),1627.0,GBR,GB,EU,Temperate
5107,1999,Hungary,268408.0,HUN,HU,EU,Temperate
5118,1999,Ireland,162671.0,IRL,IE,EU,Temperate
5125,1999,Italy,8963.0,ITA,IT,EU,Temperate
5139,1999,Lithuania,813.0,LTU,LT,EU,Temperate
5141,1999,Latvia,813.0,LVA,LV,EU,Temperate
5143,1999,Moldova (the Republic of),6507.0,MDA,MD,EU,Temperate
5184,2000,Mongolia,125886.0,MNG,MN,AS,Temperate
5186,2000,United Kingdom of Great Britain and Northern Ireland (the),2360363.0,GBR,GB,EU,Temperate
5208,2000,Czech Republic (the),125886.0,CZE,CZ,EU,Temperate
5218,2000,Spain,118018.0,ESP,ES,EU,Temperate
5235,2000,United Kingdom of Great Britain and Northern Ireland (the),28560.0,GBR,GB,EU,Temperate
5236,2000,United Kingdom of Great Britain and Northern Ireland (the),9284094.0,GBR,GB,EU,Temperate
5240,2000,Georgia,314715.0,GEO,GE,AS,Temperate
5251,2000,Croatia,377658.0,HRV,HR,EU,Temperate
5252,2000,Croatia,27931.0,HRV,HR,EU,Temperate
5255,2000,Hungary,86547.0,HUN,HU,EU,Temperate
5274,2000,Ireland,157358.0,IRL,IE,EU,Temperate
5280,2000,Italy,12588603.0,ITA,IT,EU,Temperate
5283,2000,Italy,78679.0,ITA,IT,EU,Temperate
