,Year,Country,Losses,ISO,Alpha_2,Continent,Zone
10335,2014,Mexico,572.0,MEX,MX,NA,Subtropical
10338,2014,Pakistan,20603.0,PAK,PK,AS,Subtropical
10340,2014,Morocco,343382.0,MAR,MA,AF,Subtropical
10341,2014,Mexico,16024.0,MEX,MX,NA,Subtropical
10342,2014,Mexico,28615.0,MEX,MX,NA,Subtropical
10365,2014,Japan,6753176.0,JPN,JP,AS,Subtropical
10366,2014,Japan,211752.0,JPN,JP,AS,Subtropical
10369,2014,Japan,43495.0,JPN,JP,AS,Subtropical
10370,2014,Japan,228921.0,JPN,JP,AS,Subtropical
10371,2014,Japan,114461.0,JPN,JP,AS,Subtropical
10378,2014,Korea (the Republic of),12591.0,KOR,KR,AS,Subtropical
10379,2014,Korea (the Republic of),2289.0,KOR,KR,AS,Subtropical
10400,2014,Nepal,17169.0,NPL,NP,AS,Subtropical
10401,2014,Pakistan,2289212.0,PAK,PK,AS,Subtropical
10431,2015,Japan,236653.0,JPN,JP,AS,Subtropical
10437,2015,Mexico,2287.0,MEX,MX,NA,Subtropical
10440,2015,Pakistan,1143.0,PAK,PK,AS,Subtropical
10450,2015,Japan,1600550.0,JPN,JP,AS,Subtropical
10473,2015,Mexico,940895.0,MEX,MX,NA,Subtropical
10484,2015,Iran (Islamic Republic of),68595.0,IRN,IR,AS,Subtropical
10506,2015,Iran (Islamic Republic of),68595.0,IRN,IR,AS,Subtropical
10508,2015,Iran (Islamic Republic of),589917.0,IRN,IR,AS,Subtropical
10514,2015,Japan,26523.0,JPN,JP,AS,Subtropical
10577,2015,Saudi Arabia,2287.0,SAU,SA,AS,Subtropical
10606,2016,Nepal,16935.0,NPL,NP,AS,Subtropical
10637,2016,Korea (the Republic of),143384.0,KOR,KR,AS,Subtropical
10657,2016,Portugal,177254.0,PRT,PT,EU,Subtropical
10672,2014,United States of America (the),309044.0,USA,US,NA,Subtropical
10673,2014,United States of America (the),2289212.0,USA,US,NA,Subtropical
10675,2014,United States of America (the),194583.0,USA,US,NA,Subtropical
10676,2014,United States of America (the),103015.0,USA,US,NA,Subtropical
10677,2014,South Africa,97292.0,ZAF,ZA,AF,Subtropical
10682,2014,United States of America (the),4463964.0,USA,US,NA,Subtropical
10683,2014,United States of America (the),1831370.0,USA,US,NA,Subtropical
10684,2014,United States of America (the),286152.0,USA,US,NA,Subtropical
10685,2014,United States of America (the),858455.0,USA,US,NA,Subtropical
10686,2014,Taiwan (Province of China),22892.0,TWN,TW,AS,Subtropical
10687,2014,Taiwan (Province of China),457842.0,TWN,TW,AS,Subtropical
10691,2014,United States of America (the),240367.0,USA,US,NA,Subtropical
10692,2014,United States of America (the),286152.0,USA,US,NA,Subtropical
10693,2014,United States of America (the),2289.0,USA,US,NA,Subtropical
10694,2014,United States of America (the),114461.0,USA,US,NA,Subtropical
10695,2014,United States of America (the),1831370.0,USA,US,NA,Subtropical
10696,2014,United States of America (the),22892.0,USA,US,NA,Subtropical
10697,2014,United States of America (the),75544.0,USA,US,NA,Subtropical
10698,2014,United States of America (the),114461.0,USA,US,NA,Subtropical
10699,2014,United States of America (the),2518133.0,USA,US,NA,Subtropical
10706,2015,United States of America (the),1600550.0,USA,US,NA,Subtropical
10707,2015,United States of America (the),308678.0,USA,US,NA,Subtropical
10708,2015,United States of America (the),1086088.0,USA,US,NA,Subtropical
10709,2015,United States of America (the),182920.0,USA,US,NA,Subtropical
10710,2015,United States of America (the),743113.0,USA,US,NA,Subtropical
10711,2015,United States of America (the),1600550.0,USA,US,NA,Subtropical
10712,2015,United States of America (the),800275.0,USA,US,NA,Subtropical
10715,2015,United States of America (the),171488.0,USA,US,NA,Subtropical
10716,2015,United States of America (the),571625.0,USA,US,NA,Subtropical
10717,2015,United States of America (the),1086088.0,USA,US,NA,Subtropical
10718,2015,United States of America (the),685950.0,USA,US,NA,Subtropical
10719,2015,United States of America (the),114325.0,USA,US,NA,Subtropical
10720,2015,United States of America (the),171488.0,USA,US,NA,Subtropical
10721,2015,South Africa,285813.0,ZAF,ZA,AF,Subtropical
10725,2015,United States of America (the),2286500.0,USA,US,NA,Subtropical
10726,2015,United States of America (the),160055.0,USA,US,NA,Subtropical
10727,2015,United States of America (the),2286500.0,USA,US,NA,Subtropical
10732,2015,United States of America (the),91460.0,USA,US,NA,Subtropical
10733,2015,United States of America (the),3086775.0,USA,US,NA,Subtropical
10737,2015,Taiwan (Province of China),29725.0,TWN,TW,AS,Subtropical
10742,2015,United States of America (the),1143250.0,USA,US,NA,Subtropical
10743,2015,United States of America (the),114325.0,USA,US,NA,Subtropical
10744,2015,United States of America (the),3429750.0,USA,US,NA,Subtropical
10745,2015,United States of America (the),194353.0,USA,US,NA,Subtropical
10747,2015,United States of America (the),2287.0,USA,US,NA,Subtropical
10748,2015,United States of America (the),1600550.0,USA,US,NA,Subtropical
10749,2015,United States of America (the),457300.0,USA,US,NA,Subtropical
10750,2015,United States of America (the),5144625.0,USA,US,NA,Subtropical
10751,2015,United States of America (the),2287.0,USA,US,NA,Subtropical
10752,2015,United States of America (the),114325.0,USA,US,NA,Subtropical
10763,2016,United States of America (the),141126.0,USA,US,NA,Subtropical
10764,2016,United States of America (the),1129006.0,USA,US,NA,Subtropical
10765,2016,Argentina,2258.0,ARG,AR,SA,Subtropical
10766,2016,China,197576.0,CHN,CN,AS,Subtropical
10767,2016,China,3387019.0,CHN,CN,AS,Subtropical
10768,2016,United States of America (the),2709615.0,USA,US,NA,Subtropical
10769,2016,Uruguay,3387.0,URY,UY,SA,Subtropical
10771,2016,China,937075.0,CHN,CN,AS,Subtropical
10774,2016,United States of America (the),4403125.0,USA,US,NA,Subtropical
10775,2016,United States of America (the),1919311.0,USA,US,NA,Subtropical
10776,2016,United States of America (the),1354808.0,USA,US,NA,Subtropical
10777,2016,United States of America (the),2596715.0,USA,US,NA,Subtropical
10778,2016,United States of America (the),2258013.0,USA,US,NA,Subtropical
10779,2016,United States of America (the),338702.0,USA,US,NA,Subtropical
10780,2016,United States of America (the),1241907.0,USA,US,NA,Subtropical
10781,2016,United States of America (the),1806410.0,USA,US,NA,Subtropical
10782,2016,Bahamas (the),677404.0,BHS,BS,NA,Subtropical
10783,2016,China,2596715.0,CHN,CN,AS,Subtropical
10785,2016,Egypt,28225.0,EGY,EG,AF,Subtropical
10788,2016,United States of America (the),620954.0,USA,US,NA,Subtropical
10789,2016,United States of America (the),1354808.0,USA,US,NA,Subtropical
10801,2016,United States of America (the),169351.0,USA,US,NA,Subtropical
10802,2016,United States of America (the),56450.0,USA,US,NA,Subtropical
10803,2016,United States of America (the),112901.0,USA,US,NA,Subtropical
10805,2016,United States of America (the),11290065.0,USA,US,NA,Subtropical
10810,2016,South Africa,203221.0,ZAF,ZA,AF,Subtropical
10815,2016,Australia,28225.0,AUS,AU,OC,Subtropical
10816,2016,China,25967.0,CHN,CN,AS,Subtropical
10817,2016,China,1004816.0,CHN,CN,AS,Subtropical
10820,2016,China,138868.0,CHN,CN,AS,Subtropical
10821,2016,China,146771.0,CHN,CN,AS,Subtropical
10822,2016,China,23709.0,CHN,CN,AS,Subtropical
10829,2016,Greece,63224.0,GRC,GR,EU,Subtropical
10837,2017,China,84015.0,CHN,CN,AS,Subtropical
10838,2017,China,102808.0,CHN,CN,AS,Subtropical
10842,2017,China,306212.0,CHN,CN,AS,Subtropical
10847,2017,Chile,2211.0,CHL,CL,SA,Subtropical
10848,2017,China,118284.0,CHN,CN,AS,Subtropical
10849,2017,China,6632753.0,CHN,CN,AS,Subtropical
10850,2017,China,160292.0,CHN,CN,AS,Subtropical
10854,2017,China,3758560.0,CHN,CN,AS,Subtropical
10856,2017,China,82909.0,CHN,CN,AS,Subtropical
10857,2017,Australia,22109.0,AUS,AU,OC,Subtropical
10859,2017,Chile,608002.0,CHL,CL,SA,Subtropical
10861,2017,Australia,2984739.0,AUS,AU,OC,Subtropical
10864,2017,China,3869106.0,CHN,CN,AS,Subtropical
10886,2017,Australia,541675.0,AUS,AU,OC,Subtropical
10890,2017,Bangladesh,141499.0,BGD,BD,AS,Subtropical
10892,2017,Bangladesh,552729.0,BGD,BD,AS,Subtropical
10893,2017,Bahamas (the),2211.0,BHS,BS,NA,Subtropical
10901,2017,China,221092.0,CHN,CN,AS,Subtropical
10902,2017,China,67433.0,CHN,CN,AS,Subtropical
10903,2017,China,30953.0,CHN,CN,AS,Subtropical
10906,2017,China,2543.0,CHN,CN,AS,Subtropical
10908,2017,China,3980.0,CHN,CN,AS,Subtropical
10909,2017,China,63011.0,CHN,CN,AS,Subtropical
10910,2017,China,61906.0,CHN,CN,AS,Subtropical
10911,2017,China,134866.0,CHN,CN,AS,Subtropical
10912,2017,China,127128.0,CHN,CN,AS,Subtropical
10913,2017,China,40902.0,CHN,CN,AS,Subtropical
10914,2017,China,348220.0,CHN,CN,AS,Subtropical
10915,2017,China,399071.0,CHN,CN,AS,Subtropical
10916,2017,China,474242.0,CHN,CN,AS,Subtropical
10917,2017,China,543886.0,CHN,CN,AS,Subtropical
10954,2018,China,299990.0,CHN,CN,AS,Subtropical
10955,2018,China,1888428.0,CHN,CN,AS,Subtropical
10957,2018,China,1564697.0,CHN,CN,AS,Subtropical
10960,2018,China,528760.0,CHN,CN,AS,Subtropical
10961,2018,China,202871.0,CHN,CN,AS,Subtropical
10962,2018,China,396030.0,CHN,CN,AS,Subtropical
10963,2018,China,5827149.0,CHN,CN,AS,Subtropical
10976,2018,Argentina,3668946.0,ARG,AR,SA,Subtropical
10981,2018,Australia,1294922.0,AUS,AU,OC,Subtropical
10982,2018,Australia,12302.0,AUS,AU,OC,Subtropical
10999,2018,China,158628.0,CHN,CN,AS,Subtropical
11000,2018,China,921553.0,CHN,CN,AS,Subtropical
11001,2018,China,128737.0,CHN,CN,AS,Subtropical
11002,2018,China,615088.0,CHN,CN,AS,Subtropical
11003,2018,China,258984.0,CHN,CN,AS,Subtropical
11004,2018,China,86220.0,CHN,CN,AS,Subtropical
11005,2018,China,830908.0,CHN,CN,AS,Subtropical
11007,2018,China,402505.0,CHN,CN,AS,Subtropical
11008,2018,China,72300.0,CHN,CN,AS,Subtropical
11009,2018,China,843084.0,CHN,CN,AS,Subtropical
11010,2018,China,572667.0,CHN,CN,AS,Subtropical
11011,2018,China,852490.0,CHN,CN,AS,Subtropical
11067,2019,Australia,2119787.0,AUS,AU,OC,Subtropical
11078,2019,China,153685.0,CHN,CN,AS,Subtropical
11081,2019,China,6571340.0,CHN,CN,AS,Subtropical
11099,2016,Korea (the Republic of),142255.0,KOR,KR,AS,Subtropical
11109,2016,Japan,112901.0,JPN,JP,AS,Subtropical
11113,2016,Pakistan,2258.0,PAK,PK,AS,Subtropical
11124,2016,Mexico,56450.0,MEX,MX,NA,Subtropical
11131,2016,Israel,587083.0,ISR,IL,AS,Subtropical
11138,2016,Mexico,28225.0,MEX,MX,NA,Subtropical
11160,2017,Japan,1105459.0,JPN,JP,AS,Subtropical
11161,2017,Japan,552729.0,JPN,JP,AS,Subtropical
11165,2017,Mexico,2211.0,MEX,MX,NA,Subtropical
11174,2017,Portugal,256466.0,PRT,PT,EU,Subtropical
11188,2017,Iran (Islamic Republic of),390227.0,IRN,IR,AS,Subtropical
11189,2017,Japan,773821.0,JPN,JP,AS,Subtropical
11194,2017,Nepal,657748.0,NPL,NP,AS,Subtropical
11196,2017,Pakistan,121600.0,PAK,PK,AS,Subtropical
11245,2017,Iran (Islamic Republic of),38691.0,IRN,IR,AS,Subtropical
11249,2017,Japan,2211.0,JPN,JP,AS,Subtropical
11281,2017,Portugal,552729.0,PRT,PT,EU,Subtropical
11303,2018,Iran (Islamic Republic of),179131.0,IRN,IR,AS,Subtropical
11304,2018,Japan,10251466.0,JPN,JP,AS,Subtropical
11325,2018,Japan,13488771.0,JPN,JP,AS,Subtropical
11326,2018,Japan,4855958.0,JPN,JP,AS,Subtropical
11330,2018,Mexico,7559.0,MEX,MX,NA,Subtropical
11379,2018,Mexico,579262.0,MEX,MX,NA,Subtropical
11414,2018,Portugal,124636.0,PRT,PT,EU,Subtropical
11418,2018,Qatar,10791.0,QAT,QA,AS,Subtropical
11434,2019,Iran (Islamic Republic of),2649734.0,IRN,IR,AS,Subtropical
11458,2019,Iran (Islamic Republic of),84791.0,IRN,IR,AS,Subtropical
11463,2019,Libya,7525.0,LBY,LY,AF,Subtropical
11494,2016,United States of America (the),677404.0,USA,US,NA,Subtropical
11495,2016,Taiwan (Province of China),124191.0,TWN,TW,AS,Subtropical
11496,2016,United States of America (the),620954.0,USA,US,NA,Subtropical
11499,2016,United States of America (the),310477.0,USA,US,NA,Subtropical
11502,2016,United States of America (the),112901.0,USA,US,NA,Subtropical
11503,2016,Saudi Arabia,56450.0,SAU,SA,AS,Subtropical
11504,2016,Taiwan (Province of China),79030.0,TWN,TW,AS,Subtropical
11505,2016,United States of America (the),11290065.0,USA,US,NA,Subtropical
11514,2016,United States of America (the),1354808.0,USA,US,NA,Subtropical
11515,2016,United States of America (the),2596715.0,USA,US,NA,Subtropical
11521,2016,South Africa,112901.0,ZAF,ZA,AF,Subtropical
11526,2017,United States of America (the),442184.0,USA,US,NA,Subtropical
11528,2017,United States of America (the),1879280.0,USA,US,NA,Subtropical
11529,2017,United States of America (the),221092.0,USA,US,NA,Subtropical
11531,2017,United States of America (the),1216005.0,USA,US,NA,Subtropical
11532,2017,South Africa,312845.0,ZAF,ZA,AF,Subtropical
11533,2017,United States of America (the),1658188.0,USA,US,NA,Subtropical
11535,2017,Turkey,663275.0,TUR,TR,AS,Subtropical
11536,2017,United States of America (the),1547642.0,USA,US,NA,Subtropical
11537,2017,United States of America (the),2984739.0,USA,US,NA,Subtropical
11538,2017,United States of America (the),105018585.0,USA,US,NA,Subtropical
11539,2017,United States of America (the),2100372.0,USA,US,NA,Subtropical
11543,2017,Taiwan (Province of China),31063.0,TWN,TW,AS,Subtropical
11550,2017,United States of America (the),3426922.0,USA,US,NA,Subtropical
11551,2017,United States of America (the),2432009.0,USA,US,NA,Subtropical
11552,2017,United States of America (the),2210918.0,USA,US,NA,Subtropical
11553,2017,United States of America (the),287419.0,USA,US,NA,Subtropical
11557,2017,Taiwan (Province of China),19014.0,TWN,TW,AS,Subtropical
11558,2017,United States of America (the),63011151.0,USA,US,NA,Subtropical
11561,2017,South Africa,353747.0,ZAF,ZA,AF,Subtropical
11577,2017,United States of America (the),1105459.0,USA,US,NA,Subtropical
11578,2017,United States of America (the),1216005.0,USA,US,NA,Subtropical
11582,2017,United States of America (the),276365.0,USA,US,NA,Subtropical
11584,2017,United States of America (the),14370964.0,USA,US,NA,Subtropical
11585,2017,United States of America (the),2763647.0,USA,US,NA,Subtropical
11586,2017,United States of America (the),2432009.0,USA,US,NA,Subtropical
11595,2017,South Africa,1326551.0,ZAF,ZA,AF,Subtropical
11597,2017,South Africa,464293.0,ZAF,ZA,AF,Subtropical
11606,2018,United States of America (the),2481934.0,USA,US,NA,Subtropical
11609,2018,United States of America (the),134888.0,USA,US,NA,Subtropical
11612,2018,United States of America (the),1079102.0,USA,US,NA,Subtropical
11613,2018,United States of America (the),1079102.0,USA,US,NA,Subtropical
11614,2018,United States of America (the),1402832.0,USA,US,NA,Subtropical
11615,2018,United States of America (the),431641.0,USA,US,NA,Subtropical
11616,2018,United States of America (the),1079102.0,USA,US,NA,Subtropical
11622,2018,Taiwan (Province of China),36689.0,TWN,TW,AS,Subtropical
11624,2018,United States of America (the),161865.0,USA,US,NA,Subtropical
11625,2018,United States of America (the),15107424.0,USA,US,NA,Subtropical
11626,2018,United States of America (the),971192.0,USA,US,NA,Subtropical
11631,2018,United States of America (the),17265628.0,USA,US,NA,Subtropical
11633,2018,United States of America (the),1618653.0,USA,US,NA,Subtropical
11640,2018,Tunisia,38848.0,TUN,TN,AF,Subtropical
11644,2018,Uruguay,539551.0,URY,UY,SA,Subtropical
11645,2018,United States of America (the),53955.0,USA,US,NA,Subtropical
11646,2018,United States of America (the),269775.0,USA,US,NA,Subtropical
11647,2018,United States of America (the),1564697.0,USA,US,NA,Subtropical
11648,2018,United States of America (the),134888.0,USA,US,NA,Subtropical
11649,2018,United States of America (the),17805178.0,USA,US,NA,Subtropical
11650,2018,United States of America (the),3237305.0,USA,US,NA,Subtropical
11651,2018,United States of America (the),5611329.0,USA,US,NA,Subtropical
11658,2019,Australia,2119787.0,AUS,AU,OC,Subtropical
11659,2019,China,10598936.0,CHN,CN,AS,Subtropical
11660,2019,United States of America (the),1271872.0,USA,US,NA,Subtropical
11661,2019,Bangladesh,79492.0,BGD,BD,AS,Subtropical
11663,2019,United States of America (the),105989.0,USA,US,NA,Subtropical
11667,2019,South Africa,52995.0,ZAF,ZA,AF,Subtropical
11672,2019,China,95390.0,CHN,CN,AS,Subtropical
11674,2019,United States of America (the),1377862.0,USA,US,NA,Subtropical
11676,2019,United States of America (the),10598936.0,USA,US,NA,Subtropical
11698,2019,United States of America (the),201380.0,USA,US,NA,Subtropical
11716,2019,Bangladesh,6131.0,BGD,BD,AS,Subtropical
11718,2019,Bahamas (the),3603638.0,BHS,BS,NA,Subtropical
11724,2019,China,333866.0,CHN,CN,AS,Subtropical
11726,2019,China,138846.0,CHN,CN,AS,Subtropical
11727,2019,China,278752.0,CHN,CN,AS,Subtropical
11728,2019,China,211979.0,CHN,CN,AS,Subtropical
11742,2020,Australia,1570467.0,AUS,AU,OC,Subtropical
11744,2020,Bangladesh,523489.0,BGD,BD,AS,Subtropical
11756,2020,Australia,1256374.0,AUS,AU,OC,Subtropical
11766,2020,China,14658.0,CHN,CN,AS,Subtropical
11776,2020,Argentina,10470.0,ARG,AR,SA,Subtropical
11777,2020,Australia,1256374.0,AUS,AU,OC,Subtropical
11786,2020,Bangladesh,1570467.0,BGD,BD,AS,Subtropical
11791,2020,China,1151676.0,CHN,CN,AS,Subtropical
11793,2020,China,168563.0,CHN,CN,AS,Subtropical
11797,2020,China,17798630.0,CHN,CN,AS,Subtropical
11798,2020,China,5025496.0,CHN,CN,AS,Subtropical
11810,2021,Chile,175000.0,CHL,CL,SA,Subtropical
11812,2021,China,2500.0,CHN,CN,AS,Subtropical
11838,2021,Cyprus,47000.0,CYP,CY,AS,Subtropical
11841,2021,Australia,155000.0,AUS,AU,OC,Subtropical
11856,2021,Australia,330000.0,AUS,AU,OC,Subtropical
11857,2021,Australia,530000.0,AUS,AU,OC,Subtropical
11858,2021,Australia,120000.0,AUS,AU,OC,Subtropical
11860,2021,Australia,2100000.0,AUS,AU,OC,Subtropical
11861,2021,Australia,100000.0,AUS,AU,OC,Subtropical
11882,2021,China,96000.0,CHN,CN,AS,Subtropical
11883,2021,China,935000.0,CHN,CN,AS,Subtropical
11885,2021,China,1800000.0,CHN,CN,AS,Subtropical
11886,2021,China,2000000.0,CHN,CN,AS,Subtropical
11887,2021,China,3100000.0,CHN,CN,AS,Subtropical
11888,2021,China,161000.0,CHN,CN,AS,Subtropical
11889,2021,China,16500000.0,CHN,CN,AS,Subtropical
11942,2019,Japan,105989.0,JPN,JP,AS,Subtropical
11949,2019,Nepal,216218.0,NPL,NP,AS,Subtropical
11960,2019,Japan,18018191.0,JPN,JP,AS,Subtropical
11963,2019,Mexico,405939.0,MEX,MX,NA,Subtropical
11986,2019,Japan,10599.0,JPN,JP,AS,Subtropical
11988,2019,Japan,9645032.0,JPN,JP,AS,Subtropical
11994,2019,Korea (the Republic of),586121.0,KOR,KR,AS,Subtropical
12045,2020,Japan,6072474.0,JPN,JP,AS,Subtropical
12048,2020,Korea (the Republic of),439731.0,KOR,KR,AS,Subtropical
12054,2020,Nepal,104698.0,NPL,NP,AS,Subtropical
12055,2020,Pakistan,1570467.0,PAK,PK,AS,Subtropical
12064,2020,Israel,607247.0,ISR,IL,AS,Subtropical
12065,2020,Japan,209396.0,JPN,JP,AS,Subtropical
12072,2020,Mexico,141342.0,MEX,MX,NA,Subtropical
12081,2020,Egypt,79570.0,EGY,EG,AF,Subtropical
12105,2020,Greece,31409.0,GRC,GR,EU,Subtropical
12137,2020,Iran (Islamic Republic of),845958.0,IRN,IR,AS,Subtropical
12139,2020,Iran (Islamic Republic of),1570467.0,IRN,IR,AS,Subtropical
12141,2020,Iran (Islamic Republic of),52349.0,IRN,IR,AS,Subtropical
12142,2020,Iraq,104698.0,IRQ,IQ,AS,Subtropical
12150,2020,Korea (the Republic of),1256374.0,KOR,KR,AS,Subtropical
12158,2020,Mexico,104698.0,MEX,MX,NA,Subtropical
12160,2020,Mexico,104698.0,MEX,MX,NA,Subtropical
12191,2021,Mexico,50000.0,MEX,MX,NA,Subtropical
12192,2021,Mexico,500000.0,MEX,MX,NA,Subtropical
12193,2021,Mexico,100000.0,MEX,MX,NA,Subtropical
12195,2021,Mexico,50000.0,MEX,MX,NA,Subtropical
12200,2021,Mexico,50000.0,MEX,MX,NA,Subtropical
12228,2021,Japan,100000.0,JPN,JP,AS,Subtropical
12253,2021,Japan,2000000.0,JPN,JP,AS,Subtropical
12254,2021,Greece,580000.0,GRC,GR,EU,Subtropical
12262,2021,Korea (the Republic of),13000.0,KOR,KR,AS,Subtropical
12264,2021,Mexico,10000.0,MEX,MX,NA,Subtropical
12319,2021,Iraq,14000.0,IRQ,IQ,AS,Subtropical
12321,2021,Japan,250000.0,JPN,JP,AS,Subtropical
12334,2021,Mexico,100000.0,MEX,MX,NA,Subtropical
12335,2021,Mexico,50000.0,MEX,MX,NA,Subtropical
12337,2021,Mexico,10000.0,MEX,MX,NA,Subtropical
12356,2021,Pakistan,10000.0,PAK,PK,AS,Subtropical
12397,1941,Portugal,735254.0,PRT,PT,EU,Subtropical
12414,2019,United States of America (the),249075.0,USA,US,NA,Subtropical
12417,2019,United States of America (the),1695830.0,USA,US,NA,Subtropical
12418,2019,United States of America (the),3709628.0,USA,US,NA,Subtropical
12452,2019,United States of America (the),2755723.0,USA,US,NA,Subtropical
12453,2019,United States of America (the),635936.0,USA,US,NA,Subtropical
12454,2019,United States of America (the),344465.0,USA,US,NA,Subtropical
12455,2019,United States of America (the),1377862.0,USA,US,NA,Subtropical
12461,2019,South Africa,143086.0,ZAF,ZA,AF,Subtropical
12469,2020,United States of America (the),1675165.0,USA,US,NA,Subtropical
12472,2020,United States of America (the),366442.0,USA,US,NA,Subtropical
12477,2020,United States of America (the),1570467.0,USA,US,NA,Subtropical
12494,2020,United States of America (the),2198654.0,USA,US,NA,Subtropical
12496,2020,United States of America (the),3036237.0,USA,US,NA,Subtropical
12497,2020,United States of America (the),889932.0,USA,US,NA,Subtropical
12501,2020,United States of America (the),4711402.0,USA,US,NA,Subtropical
12505,2020,United States of America (the),3664424.0,USA,US,NA,Subtropical
12506,2020,United States of America (the),1465770.0,USA,US,NA,Subtropical
12507,2020,United States of America (the),1256374.0,USA,US,NA,Subtropical
12508,2020,United States of America (the),1151676.0,USA,US,NA,Subtropical
12509,2020,United States of America (the),3036237.0,USA,US,NA,Subtropical
12510,2020,United States of America (the),6595963.0,USA,US,NA,Subtropical
12515,2020,United States of America (the),3664424.0,USA,US,NA,Subtropical
12517,2020,United States of America (the),13610717.0,USA,US,NA,Subtropical
12555,2020,Turkey,36644.0,TUR,TR,AS,Subtropical
12557,2020,Turkey,261745.0,TUR,TR,AS,Subtropical
12568,2020,United States of America (the),7119452.0,USA,US,NA,Subtropical
12569,2020,United States of America (the),1465770.0,USA,US,NA,Subtropical
12570,2020,United States of America (the),2617446.0,USA,US,NA,Subtropical
12571,2020,United States of America (the),3036237.0,USA,US,NA,Subtropical
12572,2020,United States of America (the),183221.0,USA,US,NA,Subtropical
12573,2020,United States of America (the),340268.0,USA,US,NA,Subtropical
12574,2020,United States of America (the),5025496.0,USA,US,NA,Subtropical
12575,2020,United States of America (the),11516761.0,USA,US,NA,Subtropical
12600,2021,United States of America (the),675000.0,USA,US,NA,Subtropical
12601,2021,United States of America (the),1100000.0,USA,US,NA,Subtropical
12604,2021,United States of America (the),1300000.0,USA,US,NA,Subtropical
12605,2021,United States of America (the),3100000.0,USA,US,NA,Subtropical
12606,2021,United States of America (the),1200000.0,USA,US,NA,Subtropical
12609,2021,United States of America (the),120000.0,USA,US,NA,Subtropical
12610,2021,United States of America (the),375000.0,USA,US,NA,Subtropical
12618,2021,Tajikistan,9000.0,TJK,TJ,AS,Subtropical
12619,2021,Turkey,290000.0,TUR,TR,AS,Subtropical
12621,2021,United States of America (the),150000.0,USA,US,NA,Subtropical
12622,2021,United States of America (the),50000.0,USA,US,NA,Subtropical
12628,2021,United States of America (the),945000.0,USA,US,NA,Subtropical
12629,2021,United States of America (the),1500000.0,USA,US,NA,Subtropical
12632,2021,United States of America (the),300000.0,USA,US,NA,Subtropical
12633,2021,United States of America (the),75000.0,USA,US,NA,Subtropical
12635,2021,United States of America (the),30000000.0,USA,US,NA,Subtropical
12636,2021,Turkey,232000.0,TUR,TR,AS,Subtropical
12640,2021,United States of America (the),1700000.0,USA,US,NA,Subtropical
12641,2021,United States of America (the),1300000.0,USA,US,NA,Subtropical
12642,2021,United States of America (the),1200000.0,USA,US,NA,Subtropical
12643,2021,United States of America (the),550000.0,USA,US,NA,Subtropical
12644,2021,United States of America (the),1300000.0,USA,US,NA,Subtropical
12645,2021,United States of America (the),65000000.0,USA,US,NA,Subtropical
12646,2021,United States of America (the),1000000.0,USA,US,NA,Subtropical
12660,2021,United States of America (the),215000.0,USA,US,NA,Subtropical
12663,2021,United States of America (the),225000.0,USA,US,NA,Subtropical
12690,2021,Turkey,23000.0,TUR,TR,AS,Subtropical
12695,2021,United States of America (the),1300000.0,USA,US,NA,Subtropical
12696,2021,United States of America (the),500000.0,USA,US,NA,Subtropical
12697,2021,United States of America (the),5200000.0,USA,US,NA,Subtropical
12698,2021,United States of America (the),100000.0,USA,US,NA,Subtropical
12699,2021,United States of America (the),1900000.0,USA,US,NA,Subtropical
12700,2021,United States of America (the),950000.0,USA,US,NA,Subtropical
12701,2021,United States of America (the),150000.0,USA,US,NA,Subtropical
12702,2021,United States of America (the),25000.0,USA,US,NA,Subtropical
12703,2021,United States of America (the),325000.0,USA,US,NA,Subtropical
12705,2021,United States of America (the),3000000.0,USA,US,NA,Subtropical
12706,2021,United States of America (the),1500000.0,USA,US,NA,Subtropical
12707,2021,United States of America (the),9000000.0,USA,US,NA,Subtropical
12708,2021,United States of America (the),50000.0,USA,US,NA,Subtropical
12709,2021,United States of America (the),1300000.0,USA,US,NA,Subtropical
12710,2021,United States of America (the),10000.0,USA,US,NA,Subtropical
12711,2021,United States of America (the),325000.0,USA,US,NA,Subtropical
12713,2021,United States of America (the),200000.0,USA,US,NA,Subtropical
12714,2021,United States of America (the),3300000.0,USA,US,NA,Subtropical
12724,2021,South Africa,75000.0,ZAF,ZA,AF,Subtropical
