,Year,Country,Losses,ISO,Alpha_2,Continent,Zone
7774,2007,Bangladesh,130687.0,BGD,BD,AS,Subtropical
7776,2007,China,5783758.0,CHN,CN,AS,Subtropical
7777,2007,China,52275.0,CHN,CN,AS,Subtropical
7778,2007,China,104550.0,CHN,CN,AS,Subtropical
7780,2007,China,7188.0,CHN,CN,AS,Subtropical
7796,2007,China,9409.0,CHN,CN,AS,Subtropical
7797,2007,Algeria,38553.0,DZA,DZ,AF,Subtropical
7800,2007,Australia,130687.0,AUS,AU,OC,Subtropical
7802,2007,Bangladesh,3005802.0,BGD,BD,AS,Subtropical
7804,2007,China,1163840.0,CHN,CN,AS,Subtropical
7805,2007,China,1408529.0,CHN,CN,AS,Subtropical
7845,2007,China,16989.0,CHN,CN,AS,Subtropical
7847,2007,China,33979.0,CHN,CN,AS,Subtropical
7873,2007,Greece,2287023.0,GRC,GR,EU,Subtropical
7902,2008,China,61669.0,CHN,CN,AS,Subtropical
7905,2008,Australia,566349.0,AUS,AU,OC,Subtropical
7919,2008,Chile,28947.0,CHL,CL,SA,Subtropical
7921,2008,China,2768817.0,CHN,CN,AS,Subtropical
7922,2008,China,36498.0,CHN,CN,AS,Subtropical
7929,2008,Algeria,437977.0,DZA,DZ,AF,Subtropical
7937,2008,Australia,346102.0,AUS,AU,OC,Subtropical
7942,2008,China,72996.0,CHN,CN,AS,Subtropical
7945,2008,China,922520.0,CHN,CN,AS,Subtropical
7946,2008,China,26555476.0,CHN,CN,AS,Subtropical
7952,2008,China,220247.0,CHN,CN,AS,Subtropical
7953,2008,China,91874.0,CHN,CN,AS,Subtropical
7954,2008,China,100684.0,CHN,CN,AS,Subtropical
7975,2008,Australia,113270.0,AUS,AU,OC,Subtropical
7976,2008,Australia,755132.0,AUS,AU,OC,Subtropical
7977,2008,Australia,1384409.0,AUS,AU,OC,Subtropical
7993,2008,China,28947.0,CHN,CN,AS,Subtropical
7994,2008,China,23913.0,CHN,CN,AS,Subtropical
7995,2008,China,52859.0,CHN,CN,AS,Subtropical
7997,2008,China,128372.0,CHN,CN,AS,Subtropical
8002,2008,China,1037048.0,CHN,CN,AS,Subtropical
8004,2008,China,294501.0,CHN,CN,AS,Subtropical
8050,2009,Bangladesh,341022.0,BGD,BD,AS,Subtropical
8052,2009,China,83361.0,CHN,CN,AS,Subtropical
8053,2009,China,789403.0,CHN,CN,AS,Subtropical
8055,2009,Afghanistan,25261.0,AFG,AF,AS,Subtropical
8064,2009,Australia,1641957.0,AUS,AU,OC,Subtropical
8065,2009,Australia,75783.0,AUS,AU,OC,Subtropical
8072,2009,Argentina,18946.0,ARG,AR,SA,Subtropical
8100,2007,Mexico,3920611.0,MEX,MX,NA,Subtropical
8101,2007,United States of America (the),914809.0,USA,US,NA,Subtropical
8110,2007,Taiwan (Province of China),45740.0,TWN,TW,AS,Subtropical
8111,2007,United States of America (the),1306870.0,USA,US,NA,Subtropical
8112,2007,Pakistan,2117130.0,PAK,PK,AS,Subtropical
8113,2007,United States of America (the),457405.0,USA,US,NA,Subtropical
8114,2007,United States of America (the),2613741.0,USA,US,NA,Subtropical
8115,2007,Japan,78412.0,JPN,JP,AS,Subtropical
8126,2007,Nepal,3136.0,NPL,NP,AS,Subtropical
8138,2007,United States of America (the),392061.0,USA,US,NA,Subtropical
8148,2007,United States of America (the),3267176.0,USA,US,NA,Subtropical
8149,2007,United States of America (the),392061.0,USA,US,NA,Subtropical
8156,2007,Japan,1306870.0,JPN,JP,AS,Subtropical
8157,2007,Korea (the Republic of),91481.0,KOR,KR,AS,Subtropical
8159,2007,Mexico,784122.0,MEX,MX,NA,Subtropical
8176,2007,United States of America (the),653435.0,USA,US,NA,Subtropical
8177,2007,Iran (Islamic Republic of),28751.0,IRN,IR,AS,Subtropical
8208,2007,Pakistan,427501.0,PAK,PK,AS,Subtropical
8243,2007,Taiwan (Province of China),32672.0,TWN,TW,AS,Subtropical
8245,2007,Uruguay,58809.0,URY,UY,SA,Subtropical
8248,2007,United States of America (the),36592.0,USA,US,NA,Subtropical
8250,2007,United States of America (the),411664.0,USA,US,NA,Subtropical
8251,2007,United States of America (the),392061.0,USA,US,NA,Subtropical
8261,2008,Mexico,94392.0,MEX,MX,NA,Subtropical
8263,2008,Taiwan (Province of China),20137.0,TWN,TW,AS,Subtropical
8266,2008,Nepal,36.0,NPL,NP,AS,Subtropical
8268,2008,United States of America (the),2013685.0,USA,US,NA,Subtropical
8269,2008,United States of America (the),880987.0,USA,US,NA,Subtropical
8272,2008,Taiwan (Province of China),33226.0,TWN,TW,AS,Subtropical
8273,2008,United States of America (the),1636119.0,USA,US,NA,Subtropical
8274,2008,United States of America (the),566349.0,USA,US,NA,Subtropical
8277,2008,United States of America (the),1510264.0,USA,US,NA,Subtropical
8296,2008,United States of America (the),2517.0,USA,US,NA,Subtropical
8297,2008,United States of America (the),12585534.0,USA,US,NA,Subtropical
8317,2008,Taiwan (Province of China),12586.0,TWN,TW,AS,Subtropical
8318,2008,Taiwan (Province of China),113270.0,TWN,TW,AS,Subtropical
8319,2008,United States of America (the),226540.0,USA,US,NA,Subtropical
8320,2008,United States of America (the),37756601.0,USA,US,NA,Subtropical
8329,2008,Tajikistan,1057185.0,TJK,TJ,AS,Subtropical
8372,2008,Pakistan,129631.0,PAK,PK,AS,Subtropical
8416,2008,United States of America (the),755132.0,USA,US,NA,Subtropical
8417,2008,United States of America (the),1384409.0,USA,US,NA,Subtropical
8418,2008,United States of America (the),138441.0,USA,US,NA,Subtropical
8419,2008,United States of America (the),453079.0,USA,US,NA,Subtropical
8422,2008,United States of America (the),1258553.0,USA,US,NA,Subtropical
8423,2008,United States of America (the),8809874.0,USA,US,NA,Subtropical
8424,2008,United States of America (the),201369.0,USA,US,NA,Subtropical
8425,2008,United States of America (the),128372.0,USA,US,NA,Subtropical
8426,2008,United States of America (the),2517107.0,USA,US,NA,Subtropical
8430,2008,South Africa,1591.0,ZAF,ZA,AF,Subtropical
8431,2008,South Africa,541178.0,ZAF,ZA,AF,Subtropical
8434,2009,United States of America (the),2147175.0,USA,US,NA,Subtropical
8438,2009,Tajikistan,1263.0,TJK,TJ,AS,Subtropical
8464,2009,United States of America (the),209665.0,USA,US,NA,Subtropical
8466,2009,United States of America (the),1389348.0,USA,US,NA,Subtropical
8467,2009,United States of America (the),126304.0,USA,US,NA,Subtropical
8487,2009,China,136409.0,CHN,CN,AS,Subtropical
8488,2009,China,1787958.0,CHN,CN,AS,Subtropical
8495,2009,China,1263044.0,CHN,CN,AS,Subtropical
8497,2009,China,41680.0,CHN,CN,AS,Subtropical
8510,2009,China,372599.0,CHN,CN,AS,Subtropical
8511,2009,China,8841.0,CHN,CN,AS,Subtropical
8515,2009,China,4546959.0,CHN,CN,AS,Subtropical
8529,2009,Australia,189457.0,AUS,AU,OC,Subtropical
8550,2009,China,1300935.0,CHN,CN,AS,Subtropical
8551,2009,China,25080.0,CHN,CN,AS,Subtropical
8552,2009,China,74520.0,CHN,CN,AS,Subtropical
8553,2009,China,354915.0,CHN,CN,AS,Subtropical
8554,2009,China,175563.0,CHN,CN,AS,Subtropical
8558,2009,China,44207.0,CHN,CN,AS,Subtropical
8594,2010,China,77357.0,CHN,CN,AS,Subtropical
8595,2010,China,370668.0,CHN,CN,AS,Subtropical
8598,2010,China,111840.0,CHN,CN,AS,Subtropical
8599,2010,Australia,1652743.0,AUS,AU,OC,Subtropical
8607,2010,China,22367949.0,CHN,CN,AS,Subtropical
8627,2010,Australia,1727303.0,AUS,AU,OC,Subtropical
8645,2010,China,2945113.0,CHN,CN,AS,Subtropical
8658,2010,Australia,135450.0,AUS,AU,OC,Subtropical
8660,2010,Australia,9071446.0,AUS,AU,OC,Subtropical
8695,2010,China,212496.0,CHN,CN,AS,Subtropical
8699,2010,China,943182.0,CHN,CN,AS,Subtropical
8704,2010,China,621.0,CHN,CN,AS,Subtropical
8705,2010,China,521919.0,CHN,CN,AS,Subtropical
8771,2010,Israel,335519.0,ISR,IL,AS,Subtropical
8780,2011,China,65207.0,CHN,CN,AS,Subtropical
8781,2011,China,7709666.0,CHN,CN,AS,Subtropical
8787,2011,Australia,3011588.0,AUS,AU,OC,Subtropical
8790,2011,China,581339.0,CHN,CN,AS,Subtropical
8803,2011,Bahamas (the),48185.0,BHS,BS,NA,Subtropical
8809,2011,China,18070.0,CHN,CN,AS,Subtropical
8814,2011,China,338503.0,CHN,CN,AS,Subtropical
8836,2009,Taiwan (Province of China),315761.0,TWN,TW,AS,Subtropical
8837,2009,Mexico,50522.0,MEX,MX,NA,Subtropical
8839,2009,United States of America (the),2526088.0,USA,US,NA,Subtropical
8840,2009,United States of America (the),303131.0,USA,US,NA,Subtropical
8847,2009,Nepal,75783.0,NPL,NP,AS,Subtropical
8861,2009,United States of America (the),1894566.0,USA,US,NA,Subtropical
8862,2009,United States of America (the),1263044.0,USA,US,NA,Subtropical
8863,2009,United States of America (the),3157610.0,USA,US,NA,Subtropical
8869,2009,United States of America (the),757826.0,USA,US,NA,Subtropical
8876,2009,Japan,1263044.0,JPN,JP,AS,Subtropical
8919,2009,Saudi Arabia,1136740.0,SAU,SA,AS,Subtropical
8928,2009,Turkey,694674.0,TUR,TR,AS,Subtropical
8932,2009,United States of America (the),1073587.0,USA,US,NA,Subtropical
8934,2009,United States of America (the),631522.0,USA,US,NA,Subtropical
8950,2010,Portugal,1677596.0,PRT,PT,EU,Subtropical
8951,2010,Mexico,19883.0,MEX,MX,NA,Subtropical
8971,2010,Tajikistan,253503.0,TJK,TJ,AS,Subtropical
8972,2010,Taiwan (Province of China),12427.0,TWN,TW,AS,Subtropical
8979,2010,United States of America (the),3355192.0,USA,US,NA,Subtropical
8981,2010,United States of America (the),124266.0,USA,US,NA,Subtropical
8983,2010,Mexico,2485328.0,MEX,MX,NA,Subtropical
8984,2010,Mexico,4846389.0,MEX,MX,NA,Subtropical
8985,2010,Pakistan,99413.0,PAK,PK,AS,Subtropical
8987,2010,Taiwan (Province of China),78412.0,TWN,TW,AS,Subtropical
8989,2010,United States of America (the),2920260.0,USA,US,NA,Subtropical
8990,2010,United States of America (the),1863996.0,USA,US,NA,Subtropical
8997,2010,Morocco,36037.0,MAR,MA,AF,Subtropical
9033,2010,Pakistan,11805307.0,PAK,PK,AS,Subtropical
9036,2010,Pakistan,22368.0,PAK,PK,AS,Subtropical
9051,2010,Portugal,335519.0,PRT,PT,EU,Subtropical
9093,2010,United States of America (the),2485328.0,USA,US,NA,Subtropical
9094,2010,United States of America (the),621332.0,USA,US,NA,Subtropical
9116,2011,Mexico,84324.0,MEX,MX,NA,Subtropical
9131,2011,United States of America (the),2288807.0,USA,US,NA,Subtropical
9139,2011,United States of America (the),13250989.0,USA,US,NA,Subtropical
9140,2011,United States of America (the),8793838.0,USA,US,NA,Subtropical
9147,2011,Mexico,602318.0,MEX,MX,NA,Subtropical
9173,2011,Saudi Arabia,361391.0,SAU,SA,AS,Subtropical
9177,2011,United States of America (the),2409271.0,USA,US,NA,Subtropical
9178,2011,United States of America (the),16864895.0,USA,US,NA,Subtropical
9182,2011,United States of America (the),220448.0,USA,US,NA,Subtropical
9186,2009,South Africa,18946.0,ZAF,ZA,AF,Subtropical
9213,2011,China,5119700.0,CHN,CN,AS,Subtropical
9219,2011,China,263815.0,CHN,CN,AS,Subtropical
9221,2011,Afghanistan,171058.0,AFG,AF,AS,Subtropical
9228,2011,South Africa,254178.0,ZAF,ZA,AF,Subtropical
9234,2011,Australia,65050.0,AUS,AU,OC,Subtropical
9242,2011,Chile,240927.0,CHL,CL,SA,Subtropical
9246,2011,Algeria,938411.0,DZA,DZ,AF,Subtropical
9269,2012,China,146346.0,CHN,CN,AS,Subtropical
9280,2012,China,1416255.0,CHN,CN,AS,Subtropical
9281,2012,China,2950532.0,CHN,CN,AS,Subtropical
9303,2012,Argentina,2360.0,ARG,AR,SA,Subtropical
9304,2012,China,388290.0,CHN,CN,AS,Subtropical
9305,2012,China,708128.0,CHN,CN,AS,Subtropical
9318,2012,Argentina,11802.0,ARG,AR,SA,Subtropical
9319,2012,Australia,265548.0,AUS,AU,OC,Subtropical
9320,2012,Australia,428417.0,AUS,AU,OC,Subtropical
9344,2012,Chile,3659.0,CHL,CL,SA,Subtropical
9345,2012,Chile,236043.0,CHL,CL,SA,Subtropical
9346,2012,China,141626.0,CHN,CN,AS,Subtropical
9347,2012,China,99138.0,CHN,CN,AS,Subtropical
9348,2012,China,373340.0,CHN,CN,AS,Subtropical
9350,2012,China,9441703.0,CHN,CN,AS,Subtropical
9351,2012,China,708128.0,CHN,CN,AS,Subtropical
9352,2012,China,590106.0,CHN,CN,AS,Subtropical
9353,2012,China,446120.0,CHN,CN,AS,Subtropical
9354,2012,China,944170.0,CHN,CN,AS,Subtropical
9355,2012,China,436679.0,CHN,CN,AS,Subtropical
9356,2012,China,361145.0,CHN,CN,AS,Subtropical
9358,2012,China,1770319.0,CHN,CN,AS,Subtropical
9359,2012,China,309216.0,CHN,CN,AS,Subtropical
9360,2012,China,232502.0,CHN,CN,AS,Subtropical
9361,2012,China,23840.0,CHN,CN,AS,Subtropical
9411,2013,China,768858.0,CHN,CN,AS,Subtropical
9413,2013,China,301262.0,CHN,CN,AS,Subtropical
9414,2013,China,137255.0,CHN,CN,AS,Subtropical
9419,2013,China,7793267.0,CHN,CN,AS,Subtropical
9421,2013,China,645562.0,CHN,CN,AS,Subtropical
9428,2013,China,1628444.0,CHN,CN,AS,Subtropical
9429,2013,China,5769344.0,CHN,CN,AS,Subtropical
9440,2013,China,30243.0,CHN,CN,AS,Subtropical
9442,2013,Australia,2326348.0,AUS,AU,OC,Subtropical
9445,2013,China,2465929.0,CHN,CN,AS,Subtropical
9446,2013,China,437354.0,CHN,CN,AS,Subtropical
9447,2013,China,23263.0,CHN,CN,AS,Subtropical
9450,2013,Bahamas (the),52343.0,BHS,BS,NA,Subtropical
9452,2013,China,387337.0,CHN,CN,AS,Subtropical
9453,2013,China,322199.0,CHN,CN,AS,Subtropical
9459,2013,Argentina,2326.0,ARG,AR,SA,Subtropical
9460,2013,Argentina,1512127.0,ARG,AR,SA,Subtropical
9462,2013,Australia,113991.0,AUS,AU,OC,Subtropical
9463,2013,Australia,311731.0,AUS,AU,OC,Subtropical
9470,2013,Bangladesh,23263.0,BGD,BD,AS,Subtropical
9483,2013,Chile,1163174.0,CHL,CL,SA,Subtropical
9484,2013,China,179129.0,CHN,CN,AS,Subtropical
9485,2013,China,144234.0,CHN,CN,AS,Subtropical
9486,2013,China,191924.0,CHN,CN,AS,Subtropical
9487,2013,China,517613.0,CHN,CN,AS,Subtropical
9488,2013,China,5375726.0,CHN,CN,AS,Subtropical
9489,2013,China,1628444.0,CHN,CN,AS,Subtropical
9490,2013,China,664172.0,CHN,CN,AS,Subtropical
9491,2013,China,531571.0,CHN,CN,AS,Subtropical
9492,2013,China,398969.0,CHN,CN,AS,Subtropical
9493,2013,China,476901.0,CHN,CN,AS,Subtropical
9497,2013,China,535060.0,CHN,CN,AS,Subtropical
9498,2013,China,205882.0,CHN,CN,AS,Subtropical
9499,2013,China,294283.0,CHN,CN,AS,Subtropical
9548,2014,Australia,28615.0,AUS,AU,OC,Subtropical
9555,2011,Japan,783013.0,JPN,JP,AS,Subtropical
9557,2011,Mexico,33368.0,MEX,MX,NA,Subtropical
9560,2011,Korea (the Republic of),62641.0,KOR,KR,AS,Subtropical
9573,2011,Japan,60232.0,JPN,JP,AS,Subtropical
9574,2011,Japan,2192436.0,JPN,JP,AS,Subtropical
9610,2011,Nepal,148.0,NPL,NP,AS,Subtropical
9612,2011,Pakistan,3011588.0,PAK,PK,AS,Subtropical
9638,2012,United States of America (the),5901064.0,USA,US,NA,Subtropical
9641,2012,Japan,1652298.0,JPN,JP,AS,Subtropical
9649,2012,Tajikistan,897.0,TJK,TJ,AS,Subtropical
9650,2012,Taiwan (Province of China),31866.0,TWN,TW,AS,Subtropical
9670,2012,Japan,186474.0,JPN,JP,AS,Subtropical
9679,2012,Japan,101498.0,JPN,JP,AS,Subtropical
9680,2012,Japan,32338.0,JPN,JP,AS,Subtropical
9681,2012,Japan,36587.0,JPN,JP,AS,Subtropical
9687,2012,Korea (the Republic of),531096.0,KOR,KR,AS,Subtropical
9688,2012,Korea (the Republic of),411894.0,KOR,KR,AS,Subtropical
9697,2012,Mexico,354064.0,MEX,MX,NA,Subtropical
9698,2012,Mexico,655018.0,MEX,MX,NA,Subtropical
9707,2012,Nepal,1180.0,NPL,NP,AS,Subtropical
9712,2012,Pakistan,2950532.0,PAK,PK,AS,Subtropical
9761,2012,Taiwan (Province of China),19946.0,TWN,TW,AS,Subtropical
9762,2012,Taiwan (Province of China),9796.0,TWN,TW,AS,Subtropical
9770,2012,United States of America (the),4012724.0,USA,US,NA,Subtropical
9771,2012,United States of America (the),1652298.0,USA,US,NA,Subtropical
9772,2012,United States of America (the),2242404.0,USA,US,NA,Subtropical
9773,2012,United States of America (the),826149.0,USA,US,NA,Subtropical
9774,2012,United States of America (the),247845.0,USA,US,NA,Subtropical
9775,2012,United States of America (the),206537.0,USA,US,NA,Subtropical
9776,2012,United States of America (the),590106.0,USA,US,NA,Subtropical
9777,2012,United States of America (the),1829330.0,USA,US,NA,Subtropical
9778,2012,United States of America (the),2124383.0,USA,US,NA,Subtropical
9779,2013,Mexico,2326.0,MEX,MX,NA,Subtropical
9780,2013,Mexico,4885332.0,MEX,MX,NA,Subtropical
9781,2013,Mexico,1744761.0,MEX,MX,NA,Subtropical
9783,2013,Japan,232635.0,JPN,JP,AS,Subtropical
9786,2013,United States of America (the),348952.0,USA,US,NA,Subtropical
9788,2013,Japan,2326.0,JPN,JP,AS,Subtropical
9801,2013,United States of America (the),3605840.0,USA,US,NA,Subtropical
9802,2013,Japan,2326.0,JPN,JP,AS,Subtropical
9818,2013,Japan,2326.0,JPN,JP,AS,Subtropical
9820,2013,Japan,16517.0,JPN,JP,AS,Subtropical
9821,2013,Japan,2326.0,JPN,JP,AS,Subtropical
9858,2013,Pakistan,1744761.0,PAK,PK,AS,Subtropical
9890,2013,Taiwan (Province of China),50598.0,TWN,TW,AS,Subtropical
9891,2013,Taiwan (Province of China),13958.0,TWN,TW,AS,Subtropical
9892,2013,Taiwan (Province of China),7095.0,TWN,TW,AS,Subtropical
9895,2013,United States of America (the),1046857.0,USA,US,NA,Subtropical
9896,2013,United States of America (the),348952.0,USA,US,NA,Subtropical
9904,2011,United States of America (the),5541322.0,USA,US,NA,Subtropical
9905,2011,United States of America (the),903476.0,USA,US,NA,Subtropical
9906,2011,South Africa,12046.0,ZAF,ZA,AF,Subtropical
9907,2011,United States of America (the),3613906.0,USA,US,NA,Subtropical
9912,2011,United States of America (the),2409271.0,USA,US,NA,Subtropical
9913,2011,United States of America (the),4216224.0,USA,US,NA,Subtropical
9915,2011,United States of America (the),1204635.0,USA,US,NA,Subtropical
9916,2011,United States of America (the),240927.0,USA,US,NA,Subtropical
9917,2011,United States of America (the),9637083.0,USA,US,NA,Subtropical
9928,2012,United States of America (the),59010643.0,USA,US,NA,Subtropical
9932,2012,United States of America (the),23604257.0,USA,US,NA,Subtropical
9933,2012,United States of America (the),2360426.0,USA,US,NA,Subtropical
9937,2012,United States of America (the),2360.0,USA,US,NA,Subtropical
9938,2012,United States of America (the),118021.0,USA,US,NA,Subtropical
9939,2012,United States of America (the),118021.0,USA,US,NA,Subtropical
9940,2012,United States of America (the),4720851.0,USA,US,NA,Subtropical
9941,2012,United States of America (the),5310958.0,USA,US,NA,Subtropical
9942,2012,United States of America (the),205357.0,USA,US,NA,Subtropical
9943,2012,United States of America (the),247845.0,USA,US,NA,Subtropical
9945,2012,United States of America (the),708128.0,USA,US,NA,Subtropical
9946,2012,United States of America (the),236043.0,USA,US,NA,Subtropical
9950,2012,South Africa,236043.0,ZAF,ZA,AF,Subtropical
9960,2013,United States of America (the),2210031.0,USA,US,NA,Subtropical
9963,2013,United States of America (the),348952.0,USA,US,NA,Subtropical
9964,2013,United States of America (the),1512127.0,USA,US,NA,Subtropical
9965,2013,United States of America (the),1279492.0,USA,US,NA,Subtropical
9967,2013,United States of America (the),116317.0,USA,US,NA,Subtropical
9968,2013,United States of America (the),2326.0,USA,US,NA,Subtropical
9969,2013,United States of America (the),1279492.0,USA,US,NA,Subtropical
9971,2013,United States of America (the),2442666.0,USA,US,NA,Subtropical
9972,2013,United States of America (the),116317.0,USA,US,NA,Subtropical
9973,2013,United States of America (the),116317.0,USA,US,NA,Subtropical
9974,2013,United States of America (the),232635.0,USA,US,NA,Subtropical
9975,2013,United States of America (the),1861079.0,USA,US,NA,Subtropical
9976,2013,United States of America (the),2558983.0,USA,US,NA,Subtropical
9977,2013,United States of America (the),29079.0,USA,US,NA,Subtropical
9978,2013,United States of America (the),29079.0,USA,US,NA,Subtropical
9979,2013,United States of America (the),2326.0,USA,US,NA,Subtropical
9980,2013,United States of America (the),378032.0,USA,US,NA,Subtropical
9983,2013,United States of America (the),24892.0,USA,US,NA,Subtropical
9984,2013,United States of America (the),581587.0,USA,US,NA,Subtropical
9985,2013,United States of America (the),2326.0,USA,US,NA,Subtropical
9986,2013,United States of America (the),203555.0,USA,US,NA,Subtropical
9987,2013,United States of America (the),11632.0,USA,US,NA,Subtropical
10003,2014,China,4845087.0,CHN,CN,AS,Subtropical
10006,2014,Australia,114461.0,AUS,AU,OC,Subtropical
10008,2014,China,177414.0,CHN,CN,AS,Subtropical
10009,2014,China,521940.0,CHN,CN,AS,Subtropical
10010,2014,Afghanistan,3434.0,AFG,AF,AS,Subtropical
10011,2014,China,107593.0,CHN,CN,AS,Subtropical
10012,2014,China,313622.0,CHN,CN,AS,Subtropical
10013,2014,China,1430758.0,CHN,CN,AS,Subtropical
10017,2014,China,557423.0,CHN,CN,AS,Subtropical
10018,2014,China,572303.0,CHN,CN,AS,Subtropical
10019,2014,China,1602449.0,CHN,CN,AS,Subtropical
10027,2014,Bangladesh,183137.0,BGD,BD,AS,Subtropical
10029,2014,China,686764.0,CHN,CN,AS,Subtropical
10032,2014,China,772609.0,CHN,CN,AS,Subtropical
10033,2014,China,114461.0,CHN,CN,AS,Subtropical
10034,2014,China,149943.0,CHN,CN,AS,Subtropical
10035,2014,China,3319358.0,CHN,CN,AS,Subtropical
10043,2014,United States of America (the),2861515.0,USA,US,NA,Subtropical
10046,2014,Argentina,70966.0,ARG,AR,SA,Subtropical
10048,2014,Australia,1144606.0,AUS,AU,OC,Subtropical
10069,2014,Chile,38917.0,CHL,CL,SA,Subtropical
10070,2014,China,178559.0,CHN,CN,AS,Subtropical
10071,2014,China,35483.0,CHN,CN,AS,Subtropical
10072,2014,China,57230.0,CHN,CN,AS,Subtropical
10073,2014,China,360551.0,CHN,CN,AS,Subtropical
10074,2014,China,1144606.0,CHN,CN,AS,Subtropical
10075,2014,China,774898.0,CHN,CN,AS,Subtropical
10076,2014,China,1030146.0,CHN,CN,AS,Subtropical
10077,2014,China,652425.0,CHN,CN,AS,Subtropical
10078,2014,China,801224.0,CHN,CN,AS,Subtropical
10079,2014,China,1259067.0,CHN,CN,AS,Subtropical
10081,2014,China,572303.0,CHN,CN,AS,Subtropical
10083,2014,China,1350635.0,CHN,CN,AS,Subtropical
10084,2014,China,2861515.0,CHN,CN,AS,Subtropical
10085,2014,China,552845.0,CHN,CN,AS,Subtropical
10104,2015,China,2286500.0,CHN,CN,AS,Subtropical
10107,2015,China,527038.0,CHN,CN,AS,Subtropical
10108,2015,China,165771.0,CHN,CN,AS,Subtropical
10109,2015,Bangladesh,4573.0,BGD,BD,AS,Subtropical
10110,2015,Afghanistan,3430.0,AFG,AF,AS,Subtropical
10112,2015,China,285813.0,CHN,CN,AS,Subtropical
10113,2015,Egypt,114325.0,EGY,EG,AF,Subtropical
10114,2015,Australia,1486225.0,AUS,AU,OC,Subtropical
10115,2015,Bahamas (the),102893.0,BHS,BS,NA,Subtropical
10116,2015,China,257231.0,CHN,CN,AS,Subtropical
10119,2015,Bangladesh,45730.0,BGD,BD,AS,Subtropical
10121,2015,Chile,1714875.0,CHL,CL,SA,Subtropical
10122,2015,China,914600.0,CHN,CN,AS,Subtropical
10123,2015,China,251515.0,CHN,CN,AS,Subtropical
10128,2015,China,148623.0,CHN,CN,AS,Subtropical
10132,2015,China,123471.0,CHN,CN,AS,Subtropical
10135,2015,Argentina,19664.0,ARG,AR,SA,Subtropical
10136,2015,Bangladesh,45730.0,BGD,BD,AS,Subtropical
10138,2015,China,238939.0,CHN,CN,AS,Subtropical
10139,2015,China,12576.0,CHN,CN,AS,Subtropical
10140,2015,China,1466435.0,CHN,CN,AS,Subtropical
10147,2015,China,97176.0,CHN,CN,AS,Subtropical
10158,2015,Australia,457300.0,AUS,AU,OC,Subtropical
10159,2015,Australia,89174.0,AUS,AU,OC,Subtropical
10160,2015,Australia,624215.0,AUS,AU,OC,Subtropical
10161,2015,Australia,65165.0,AUS,AU,OC,Subtropical
10162,2015,Australia,114325.0,AUS,AU,OC,Subtropical
10163,2015,Australia,58306.0,AUS,AU,OC,Subtropical
10164,2015,Australia,228650.0,AUS,AU,OC,Subtropical
10185,2015,China,22865.0,CHN,CN,AS,Subtropical
10186,2015,China,49160.0,CHN,CN,AS,Subtropical
10187,2015,China,714531.0,CHN,CN,AS,Subtropical
10188,2015,China,737396.0,CHN,CN,AS,Subtropical
10189,2015,China,148623.0,CHN,CN,AS,Subtropical
10191,2015,China,1074655.0,CHN,CN,AS,Subtropical
10192,2015,China,243512.0,CHN,CN,AS,Subtropical
10193,2015,China,755688.0,CHN,CN,AS,Subtropical
10194,2015,China,4801650.0,CHN,CN,AS,Subtropical
10195,2015,China,2816968.0,CHN,CN,AS,Subtropical
10196,2015,China,228650.0,CHN,CN,AS,Subtropical
10197,2015,China,1371900.0,CHN,CN,AS,Subtropical
10198,2015,China,477879.0,CHN,CN,AS,Subtropical
10199,2015,China,290386.0,CHN,CN,AS,Subtropical
10200,2015,China,571625.0,CHN,CN,AS,Subtropical
10231,2016,Bangladesh,677404.0,BGD,BD,AS,Subtropical
10232,2016,China,191931.0,CHN,CN,AS,Subtropical
10233,2016,China,109514.0,CHN,CN,AS,Subtropical
10239,2016,China,24838142.0,CHN,CN,AS,Subtropical
10244,2016,China,228059.0,CHN,CN,AS,Subtropical
10245,2016,China,867077.0,CHN,CN,AS,Subtropical
10246,2016,Australia,564503.0,AUS,AU,OC,Subtropical
10248,2016,China,1706109.0,CHN,CN,AS,Subtropical
10249,2016,China,790305.0,CHN,CN,AS,Subtropical
10262,2016,Argentina,1129006.0,ARG,AR,SA,Subtropical
10263,2016,Australia,124191.0,AUS,AU,OC,Subtropical
10267,2016,Bangladesh,169351.0,BGD,BD,AS,Subtropical
10271,2016,Chile,112901.0,CHL,CL,SA,Subtropical
10272,2016,China,340960.0,CHN,CN,AS,Subtropical
10273,2016,China,22580.0,CHN,CN,AS,Subtropical
10274,2016,China,504666.0,CHN,CN,AS,Subtropical
10277,2016,China,564503.0,CHN,CN,AS,Subtropical
10278,2016,China,1806410.0,CHN,CN,AS,Subtropical
10279,2016,China,77901.0,CHN,CN,AS,Subtropical
10280,2016,China,749660.0,CHN,CN,AS,Subtropical
10281,2016,China,3387019.0,CHN,CN,AS,Subtropical
10282,2016,China,762079.0,CHN,CN,AS,Subtropical
10283,2016,China,5080529.0,CHN,CN,AS,Subtropical
10295,2014,Japan,178559.0,JPN,JP,AS,Subtropical
10296,2014,Japan,114461.0,JPN,JP,AS,Subtropical
10302,2014,Mexico,2861515.0,MEX,MX,NA,Subtropical
10307,2014,Mexico,2289.0,MEX,MX,NA,Subtropical
10319,2014,Iran (Islamic Republic of),56086.0,IRN,IR,AS,Subtropical
10332,2014,Tajikistan,2289.0,TJK,TJ,AS,Subtropical
